#timestamp x y z q_x q_y q_z q_w
1759819959.823845 -0.000295998191654 -0.005092637286131 0.006143590031501 -0.001024367803512 -0.000024148654471 0.010107052165492 0.999948397460573
1759819959.957909 -0.001252914907838 -0.012138164227597 0.008816335331336 -0.001077686007402 -0.000027806382021 0.010302897911070 0.999946342617597
1759819960.080037 -0.000397853921717 -0.012140250313784 0.007868333490961 -0.000994333445859 -0.000021564226546 0.010872519516934 0.999940397801456
1759819960.193904 -0.000104737759267 -0.013132474133802 0.007922328255601 -0.000983298104754 -0.000025806781314 0.009068648068465 0.999958395175047
1759819960.305944 -0.000075569483377 -0.014421239983528 0.008352439317158 -0.001018690347904 -0.000022621349687 0.009239079250887 0.999956799653287
1759819960.416422 -0.000971687308567 -0.016307241904785 0.008545441669983 -0.001069155560551 -0.000036105677883 0.009024106499469 0.999958709699882
1759819960.547396 -0.000878671161481 -0.020210900849558 0.008467471566646 -0.001191777789119 -0.000035099205984 0.009019959842853 0.999958608522463
1759819960.660624 -0.000939426262086 -0.022878337814060 0.007701818115928 -0.001345824543914 -0.000031196634286 0.008896690751251 0.999959517518956
1759819960.775303 0.000661672958134 -0.024960544856546 0.007084926812475 -0.001603471239505 0.000005200181396 0.009325090058833 0.999955234772205
1759819960.889432 0.000239487829296 -0.026941662213347 0.006669168254438 -0.001922863125670 -0.000020008880068 0.008386479208009 0.999962983896673
1759819961.018050 -0.000429102416330 -0.028917911049835 0.006342721577666 -0.002317587079769 -0.000056587395943 0.008929358398736 0.999957445167833
1759819961.137151 0.000143304162006 -0.029491258110207 0.005950356122782 -0.002682030869798 -0.000041892469703 0.009143618604163 0.999954598566482
1759819961.246570 -0.000278362659560 -0.028688447238827 0.005709985187299 -0.003023772998846 -0.000065328053331 0.008662270061402 0.999957907917367
1759819961.364955 -0.000015492466216 -0.027641787311434 0.005660857168114 -0.003336439367851 -0.000043028619704 0.008303146765108 0.999959961235787
1759819961.494220 0.000523969538885 -0.026253820612239 0.005612702629157 -0.003637356241819 -0.000037203844813 0.008599923234563 0.999956403837588
1759819961.609435 0.000667728852965 -0.022926404213975 0.005335684742864 -0.003895267318666 -0.000044560111193 0.009009319936497 0.999951827370295
1759819961.728045 0.000323714393935 -0.020898994076151 0.005042608913569 -0.004093684331890 -0.000055551545883 0.008963193190442 0.999951448736610
1759819961.837065 -0.000116472782865 -0.018643905672611 0.004799945066432 -0.004245190392132 -0.000076517632553 0.009116075788386 0.999949433554419
1759819961.960357 -0.000107023451345 -0.017684850531087 0.004658986197435 -0.004365630154812 -0.000083471404712 0.009161435293160 0.999948499878490
1759819962.072578 0.000178753197069 -0.016692281501624 0.004455839693647 -0.004470058150393 -0.000078495533226 0.009681574101659 0.999943138154113
1759819962.180658 0.000182208023215 -0.014972354124943 0.004339927851864 -0.004563749245005 -0.000084019990530 0.010126925617134 0.999938303352268
1759819962.295936 0.000131953114435 -0.014330987042956 0.004331378710763 -0.004642594262355 -0.000083440343238 0.009453012432583 0.999944538418092
1759819962.414549 0.000079593518138 -0.013192973099540 0.004364059809994 -0.004709769333836 -0.000087089665298 0.009509373887332 0.999943689562808
1759819962.530387 -0.000177524205076 -0.012380596416038 0.004273187215481 -0.004780813851279 -0.000086841753302 0.008996241312815 0.999948100613061
1759819962.645161 -0.000274835594708 -0.011176940148522 0.004097918640614 -0.004834397536168 -0.000092900648701 0.009230596893208 0.999945706551573
1759819962.747647 0.000621820219663 -0.010392536522355 0.003886003466444 -0.004872228410599 -0.000079038776150 0.009574210435554 0.999942293153820
1759819962.863564 0.000614466299173 -0.010153294181978 0.003797250162940 -0.004917435515490 -0.000082643080766 0.009580906410455 0.999942007433643
1759819962.981053 0.000301649865529 -0.010182064955851 0.003778666242684 -0.004949918723751 -0.000094591607314 0.009946321820219 0.999938278114855
1759819963.092110 -0.000139714437538 -0.010046570662925 0.003709205602036 -0.004980568978508 -0.000102096976202 0.009801813302110 0.999939552155451
1759819963.204686 -0.000164121206931 -0.009555283046829 0.003669518759615 -0.005020318924217 -0.000102487519259 0.010298613316583 0.999934360074680
1759819963.324290 -0.000091088941540 -0.009246928651684 0.003588763233974 -0.005052419265836 -0.000103118451590 0.010427270464225 0.999932864974849
1759819963.441072 0.000461151076942 -0.009249925738379 0.003499375472280 -0.005072353247974 -0.000095289648815 0.010501383695166 0.999931989233715
1759819963.568296 -0.000021920896176 -0.009589263749183 0.003462818809377 -0.005097355354930 -0.000099944554012 0.011120027513099 0.999925173184262
1759819963.695180 0.000262870008751 -0.008567833108371 0.003307725225250 -0.005135127416835 -0.000096999417245 0.010545525619708 0.999931204107026
1759819963.824755 0.000558887261755 -0.008468317915671 0.003200720771495 -0.005155892919834 -0.000093233462112 0.010566759028882 0.999930873450431
1759819963.937209 0.000451150731593 -0.008549093982242 0.003091328974697 -0.005171699601952 -0.000097560014394 0.010763832671247 0.999928689413146
1759819964.057464 0.000581967159075 -0.008511874633391 0.003127225956485 -0.005190537841301 -0.000094475664306 0.010655904125571 0.999929748081599
1759819964.182290 0.000458646555100 -0.008926079279468 0.003194262291694 -0.005202593960307 -0.000100156174894 0.010807524600548 0.999928057610561
1759819964.296775 0.000677392020949 -0.008908231364777 0.003130749380160 -0.005219012828081 -0.000096680010177 0.010778542448123 0.999928285218878
1759819964.406274 0.000240245274013 -0.008659505681638 0.003090037100874 -0.005231268621904 -0.000105836581232 0.010790882482349 0.999928087155508
1759819964.523109 -0.000458334643236 -0.007778050947247 0.003044462988146 -0.005260542321651 -0.000110175495939 0.010470513432671 0.999931339094988
1759819964.640763 -0.000331019222792 -0.007174808455685 0.002969964321229 -0.005278449811275 -0.000107822839248 0.010220529956617 0.999933831365470
1759819964.770115 -0.000428268084324 -0.007393532848668 0.002904328045915 -0.005289011508755 -0.000112788820323 0.010834319820523 0.999927312933278
1759819964.885922 0.000264243292096 -0.006148726535268 0.002833585305310 -0.005313662309474 -0.000100866592720 0.010656621561658 0.999929093103946
1759819965.006715 0.000355168349321 -0.006705667936768 0.002788378541117 -0.005320575565365 -0.000101156044718 0.010681702317555 0.999928788703827
1759819965.138620 0.000541965827972 -0.006793789616193 0.002755302978250 -0.005327150595071 -0.000098311135816 0.010320557614927 0.999932546671010
1759819965.252080 0.000454302359782 -0.006834910313837 0.002701825049468 -0.005336552346191 -0.000094905389459 0.009701963893813 0.999938690169864
1759819965.373203 0.000038841510146 -0.007461384555852 0.002680822826196 -0.005344039220765 -0.000094134689402 0.009601128782370 0.999939623532125
1759819965.494433 -0.000531014881115 -0.007469224990721 0.002622912633249 -0.005351649143506 -0.000107411884715 0.010024776666027 0.999935423998432
1759819965.615146 -0.000887402730674 -0.007258160256947 0.002592913694510 -0.005359616431661 -0.000112343638280 0.010311489212066 0.999932465259948
1759819965.732388 -0.000333958367156 -0.007521157950613 0.002546071416581 -0.005367937321649 -0.000104398001166 0.010135732603732 0.999934218473670
1759819965.855080 -0.000447292464092 -0.007474487404874 0.002509090852881 -0.005377010780246 -0.000106897161046 0.009965197202397 0.999935883530929
1759819965.977521 -0.000139500147618 -0.006955757015708 0.002490890723556 -0.005389339828598 -0.000103069446397 0.010360847677425 0.999931796288278
1759819966.096774 -0.000773660052331 -0.006857216318502 0.002441392369150 -0.005397347694298 -0.000103547487381 0.009759702315238 0.999937801128899
1759819966.209454 -0.001006860562294 -0.006550121279250 0.002373244272987 -0.005407911034535 -0.000112768997109 0.010283349377409 0.999932494975022
1759819966.328918 -0.000684145740411 -0.005656785227467 0.002402871998518 -0.005421990344737 -0.000107640007350 0.010590277372567 0.999929215724542
1759819966.438435 -0.000549416210522 -0.005413417318686 0.002396927922998 -0.005428682615510 -0.000108942311345 0.010712535590694 0.999927876958057
1759819966.557243 -0.000088331403087 -0.005894110352281 0.002381770352909 -0.005427739829060 -0.000103524687281 0.010632202309951 0.999928740059522
1759819966.662793 0.000045471839616 -0.005838853058047 0.002324374535249 -0.005435646373984 -0.000103668379314 0.010069732625306 0.999934519599266
1759819966.779522 0.000342090537764 -0.005687102610444 0.002277882185164 -0.005435881298481 -0.000105527957913 0.010261709833780 0.999932566411177
1759819966.893061 0.000346359663305 -0.004849789634843 0.002249189199841 -0.005454617600026 -0.000103076395268 0.010454121523591 0.999930471515525
